,location,total_sqft,bath,balcony,bhk,price
2744,Battarahalli,1276.0,2.0,2.0,2,45.0
2745,other,1355.0,2.0,1.0,2,95.0
2746,other,833.0,1.0,1.0,1,49.0
2747,other,1750.0,5.0,1.0,5,450.0
2748,Ramamurthy Nagar,1200.0,2.0,1.0,2,48.0
2749,Yeshwanthpur,669.0,1.0,1.0,1,36.85
2750,Kothanur,1790.0,3.0,2.0,3,105.0
2751,NGR Layout,1020.0,2.0,1.0,2,45.0
2752,other,3250.0,5.0,1.0,4,850.0
2753,Kodichikkanahalli,1070.0,2.0,3.0,2,43.0
2754,Kanakpura Road,1207.0,2.0,2.0,2,79.9
2755,Varthur,1140.0,2.0,3.0,2,55.5
2756,other,3811.0,3.0,2.0,4,475.0
2757,Sarjapur  Road,1965.0,3.0,3.0,3,120.0
2758,Haralur Road,1225.0,2.0,1.0,2,70.0
2759,Marathahalli,1075.0,2.0,2.0,2,52.43
2760,Panathur,1000.0,2.0,1.0,2,68.0
2761,Hennur Road,1891.0,3.0,1.0,3,109.0
2762,Yelahanka,1322.0,2.0,2.0,2,86.0
2763,other,1095.0,3.0,0.0,3,215.0
2764,Bellandur,3600.0,4.0,0.0,4,260.0
2765,AECS Layout,1045.0,2.0,1.0,2,36.58
2766,Thanisandra,1996.0,3.0,2.0,3,135.0
2767,Brookefield,1125.0,2.0,2.0,2,70.0
2768,Mysore Road,1560.0,3.0,1.0,3,115.0
2769,Murugeshpalya,3100.0,4.0,2.0,4,310.0
2770,other,1350.0,2.0,1.0,2,110.0
2771,Sarjapur  Road,2275.0,4.0,2.0,3,180.0
2772,Dasanapura,708.0,1.0,0.0,1,28.32
2773,Sarjapur  Road,1680.0,3.0,1.0,3,160.0
2774,Hoodi,1400.0,2.0,1.0,2,82.0
2775,Bellandur,1310.0,2.0,2.0,2,72.0
2776,BTM Layout,3300.0,6.0,3.0,6,165.0
2777,Chikkalasandra,1428.0,2.0,1.0,3,80.0
2778,Whitefield,3252.0,4.0,3.0,4,280.0
2779,Haralur Road,1194.0,2.0,2.0,2,46.0
2780,8th Phase JP Nagar,1080.0,2.0,2.0,2,35.0
2781,other,1200.0,2.0,1.0,3,68.0
2782,Badavala Nagar,1842.0,3.0,2.0,3,115.0
2783,Sector 2 HSR Layout,1146.0,2.0,3.0,2,55.0
2784,Rachenahalli,440.0,1.0,1.0,1,28.0
2785,Sahakara Nagar,1048.0,2.0,3.0,2,50.0
2786,Thanisandra,1801.0,3.0,1.0,3,115.0
2787,Hennur Road,1232.0,2.0,1.0,2,69.61
2788,Whitefield,1150.0,2.0,2.0,2,90.0
2789,Talaghattapura,1868.0,3.0,1.0,3,120.0
2790,Begur,1445.0,2.0,2.0,3,47.1
2791,Hebbal Kempapura,1466.0,2.0,3.0,3,140.0
2792,JP Nagar,3860.0,3.0,2.0,3,402.0
2793,Somasundara Palya,1185.0,2.0,3.0,2,70.0
2794,Yeshwanthpur,3027.0,4.0,3.0,3,260.0
2795,Whitefield,2400.0,4.0,3.0,4,147.0
2796,Kaval Byrasandra,1185.0,2.0,1.0,2,49.0
2797,Pai Layout,1075.0,2.0,2.0,2,35.0
2798,Hebbal,1760.0,3.0,2.0,3,123.0
2799,Banashankari,1600.0,2.0,1.0,2,63.98
2800,Haralur Road,1000.0,2.0,1.0,2,78.0
2801,7th Phase JP Nagar,1215.0,2.0,2.0,2,90.0
2802,EPIP Zone,1734.0,3.0,3.0,3,125.0
2803,Akshaya Nagar,1280.0,2.0,1.0,2,60.0
2804,Rachenahalli,1113.0,2.0,1.0,2,55.0
2805,Horamavu Banaswadi,1272.0,2.0,2.0,2,48.0
2806,Kereguddadahalli,1240.0,3.0,2.0,3,41.0
2807,Yelahanka,1100.0,2.0,1.0,2,70.0
2808,Ambalipura,896.0,2.0,1.0,2,30.13
2809,BTM 2nd Stage,1200.0,2.0,0.0,2,35.0
2810,Sarjapur,1500.0,2.0,2.0,2,30.0
2811,Nagarbhavi,1145.0,2.0,2.0,2,40.0
2812,Seegehalli,1830.0,4.0,2.0,3,82.0
2813,other,1280.0,4.0,1.0,4,115.0
2814,Chandapura,645.0,1.0,1.0,1,16.45
2815,Banashankari Stage III,1305.0,2.0,1.0,3,60.0
2816,Thigalarapalya,1207.0,2.0,2.0,2,62.0
2817,Thanisandra,1678.0,3.0,2.0,3,125.0
2818,Kaggalipura,950.0,2.0,1.0,2,50.0
2819,Electronic City,1070.0,2.0,1.0,2,55.0
2820,Ardendale,1732.46,3.0,2.0,3,92.0
2821,Marathahalli,1360.0,2.0,1.0,2,103.0
2822,Malleshpalya,2592.0,4.0,2.0,4,250.0
2823,Lakshminarayana Pura,1656.0,3.0,2.0,3,150.0
2824,Dodda Nekkundi,1999.0,3.0,2.0,3,135.0
2825,7th Phase JP Nagar,1050.0,2.0,1.0,2,75.0
2826,Basavangudi,1600.0,2.0,2.0,3,160.0
2827,Ramagondanahalli,1253.0,2.0,1.0,2,52.66
2828,other,1200.0,3.0,0.0,3,85.0
2829,other,1655.0,3.0,2.0,3,155.0
2830,Sarjapur  Road,1418.0,2.0,2.0,2,78.0
2831,Kalena Agrahara,1270.0,2.0,2.0,2,100.0
2832,other,1150.0,2.0,1.0,2,74.0
2833,Ramamurthy Nagar,600.0,3.0,2.0,2,45.0
2834,other,1200.0,2.0,0.0,3,108.0
2835,other,1200.0,2.0,2.0,2,75.0
2836,Chandapura,1200.0,5.0,2.0,4,92.0
2837,Whitefield,624.0,1.0,1.0,1,35.0
2838,Electronic City,1060.0,2.0,1.0,2,58.0
2839,Hebbal,3960.0,5.0,3.0,4,386.0
2840,Vidyaranyapura,1200.0,4.0,2.0,4,175.0
2841,KR Puram,950.0,2.0,1.0,2,40.0
2842,Vishwapriya Layout,1235.0,2.0,2.0,2,60.0
2843,Budigere,722.0,1.0,0.0,1,46.0
2844,Kanakpura Road,2775.0,3.0,1.0,4,165.0
2845,Sarjapur  Road,1200.0,2.0,1.0,2,93.0
2846,Marathahalli,1220.0,2.0,1.0,2,58.5
2847,Nagavarapalya,705.0,1.0,1.0,1,52.5
2848,Battarahalli,1880.0,3.0,2.0,3,94.36
2849,Yelahanka,1200.0,2.0,1.0,2,70.0
2850,Lingadheeranahalli,1893.0,3.0,1.0,3,130.0
2851,other,1500.0,2.0,0.0,2,203.0
2852,Seegehalli,4000.0,3.0,1.0,3,235.0
2853,Haralur Road,1830.0,3.0,2.0,3,101.0
2854,Bommasandra,1015.0,2.0,1.0,2,40.0
2855,Raja Rajeshwari Nagar,1120.0,2.0,2.0,2,37.95
2856,Hoodi,706.0,1.0,1.0,1,48.24
2857,Bisuvanahalli,1075.0,2.0,1.0,3,42.0
2858,Kanakpura Road,1290.0,2.0,3.0,2,80.0
2859,Akshaya Nagar,1200.0,2.0,1.0,2,50.0
2860,Hormavu,1150.0,2.0,1.0,2,53.11
2861,Uttarahalli,1360.0,2.0,3.0,3,61.2
2862,Marathahalli,4000.0,4.0,1.0,4,650.0
2863,Marathahalli,950.0,2.0,1.0,2,45.68
2864,other,600.0,3.0,2.0,2,85.0
2865,Hegde Nagar,3216.0,5.0,2.0,4,300.0
2866,Sarjapur  Road,1115.0,2.0,1.0,2,60.0
2867,Rajiv Nagar,2340.0,5.0,1.0,4,129.0
2868,Whitefield,4356.0,5.0,1.0,4,850.0
2869,9th Phase JP Nagar,1005.0,2.0,1.0,2,43.0
2870,Kengeri,416.0,1.0,1.0,1,19.5
2871,1st Phase JP Nagar,1394.0,2.0,1.0,2,100.0
2872,other,1550.0,3.0,2.0,3,160.0
2873,Thanisandra,1265.0,2.0,2.0,2,82.0
2874,Varthur,1012.0,2.0,1.0,2,59.0
2875,Varthur,1600.0,4.0,3.0,4,112.0
2876,other,1705.0,2.0,1.0,3,290.0
2877,Chikkalasandra,1070.0,2.0,1.0,2,42.8
2878,Whitefield,1700.0,3.0,2.0,3,95.0
2879,Bhoganhalli,910.2,2.0,1.0,2,80.64
2880,Kogilu,1140.0,2.0,2.0,2,50.66
2881,Whitefield,4960.0,4.0,3.0,4,400.0
2882,Talaghattapura,2254.0,3.0,2.0,3,170.0
2883,Kanakapura,945.0,2.0,1.0,2,47.0
2884,Giri Nagar,1350.0,3.0,0.0,3,240.0
2885,Marathahalli,615.0,1.0,1.0,1,44.0
2886,Ramamurthy Nagar,1110.0,2.0,0.0,2,65.0
2887,Haralur Road,575.0,1.0,1.0,1,88.0
2888,Electronic City,1025.0,2.0,1.0,2,54.1
2889,other,3179.0,5.0,3.0,4,351.0
2890,Kaikondrahalli,1342.0,3.0,3.0,3,92.0
2891,Whitefield,2928.0,4.0,3.0,4,198.0
2892,Doddathoguru,1140.0,2.0,3.0,2,32.0
2893,Raja Rajeshwari Nagar,1608.0,2.0,2.0,2,85.0
2894,Kadugodi,1645.0,2.0,2.0,3,82.0
2895,Harlur,1200.0,2.0,2.0,2,52.0
2896,Dodda Nekkundi,3800.0,4.0,2.0,4,600.0
2897,other,1200.0,3.0,0.0,2,85.0
2898,Kalyan nagar,1080.0,2.0,2.0,2,73.0
2899,Akshaya Nagar,1092.0,2.0,1.0,2,60.0
2900,Jalahalli,1932.0,4.0,3.0,3,135.0
2901,KR Puram,1156.0,2.0,1.0,2,72.0
2902,Bellandur,924.0,2.0,2.0,2,35.11
2903,Thubarahalli,1330.0,2.0,1.0,2,75.0
2904,Thanisandra,1917.0,4.0,2.0,3,113.0
2905,other,2400.0,6.0,2.0,6,408.0
2906,other,1800.0,5.0,2.0,4,500.0
2907,other,1290.0,1.0,0.0,2,225.0
2908,other,655.0,1.0,1.0,1,53.0
2909,other,1800.0,3.0,3.0,3,140.0
2910,Margondanahalli,1360.0,2.0,2.0,4,45.0
2911,Bellandur,1785.0,3.0,3.0,3,118.0
2912,Kadugodi,4000.0,7.0,2.0,7,130.0
2913,Hebbal,1645.0,3.0,2.0,3,120.0
2914,Gottigere,1235.0,2.0,2.0,2,63.0
2915,Anandapura,900.0,2.0,0.0,2,48.0
2916,Thanisandra,662.0,1.0,1.0,1,42.0
2917,Bisuvanahalli,845.0,2.0,1.0,2,37.0
2918,Sarjapur  Road,1525.0,2.0,2.0,3,87.0
2919,Hebbal,1255.0,2.0,1.0,3,90.0
2920,Mysore Road,1560.0,3.0,2.0,3,120.0
2921,Kodichikkanahalli,1620.0,2.0,2.0,3,85.0
2922,Marathahalli,1595.0,3.0,2.0,3,90.0
2923,9th Phase JP Nagar,835.0,2.0,0.0,2,37.0
2924,Thigalarapalya,1418.0,2.0,2.0,2,106.0
2925,Sanjay nagar,1900.0,2.0,2.0,3,180.0
2926,BTM 2nd Stage,1070.0,2.0,1.0,2,48.0
2927,Electronics City Phase 1,755.0,1.0,1.0,1,42.41
2928,Hebbal,1645.0,3.0,2.0,3,117.0
2929,Sarjapur,2400.0,3.0,2.0,3,190.0
2930,Chandapura,645.0,1.0,1.0,1,16.45
2931,other,2400.0,4.0,2.0,3,200.0
2932,Sarjapur  Road,1346.0,2.0,1.0,2,71.32
2933,Electronic City Phase II,1070.0,2.0,2.0,2,45.0
2934,Begur Road,1225.0,2.0,1.0,2,35.52
2935,Neeladri Nagar,640.0,1.0,1.0,1,20.5
2936,Kanakapura,1190.0,2.0,2.0,2,39.0
2937,Marathahalli,1350.0,2.0,1.0,2,89.0
2938,Vittasandra,1404.0,2.0,1.0,2,68.8
2939,other,1650.0,4.0,3.0,4,320.0
2940,Dodda Nekkundi,1100.0,2.0,1.0,2,41.15
2941,Thanisandra,1948.0,3.0,2.0,3,130.0
2942,Raja Rajeshwari Nagar,1210.0,2.0,2.0,2,45.0
2943,7th Phase JP Nagar,1300.0,3.0,2.0,3,89.13
2944,7th Phase JP Nagar,1130.0,2.0,2.0,2,73.0
2945,Budigere,1200.0,3.0,0.0,4,135.0
2946,Thanisandra,1690.0,3.0,2.0,3,125.0
2947,Padmanabhanagar,4500.0,4.0,2.0,3,360.0
2948,other,950.0,2.0,1.0,2,60.0
2949,Marathahalli,1020.0,2.0,1.0,2,57.0
2950,Hennur Road,1804.0,3.0,2.0,3,102.0
2951,Marathahalli,1600.0,3.0,2.0,2,88.0
2952,Uttarahalli,1280.0,2.0,2.0,2,75.0
2953,Hebbal,1255.0,3.0,2.0,3,77.68
2954,Koramangala,1320.0,2.0,1.0,2,150.0
2955,Hoodi,1257.0,2.0,1.0,2,69.0
2956,Raja Rajeshwari Nagar,1240.0,2.0,1.0,2,53.27
2957,other,1200.0,4.0,2.0,4,240.0
2958,Bannerghatta Road,1850.0,6.0,3.0,6,150.0
2959,Hulimavu,1255.0,2.0,3.0,2,66.0
2960,Ananth Nagar,870.0,2.0,2.0,2,36.0
2961,R.T. Nagar,1235.0,2.0,2.0,2,65.0
2962,CV Raman Nagar,1025.0,2.0,2.0,2,50.0
2963,Raja Rajeshwari Nagar,1395.0,2.0,2.0,3,72.0
2964,Rachenahalli,1530.0,2.0,2.0,3,74.4
2965,Dodda Nekkundi,1252.0,2.0,1.0,3,71.0
2966,Hennur Road,1081.0,2.0,1.0,2,30.27
2967,Haralur Road,1255.0,3.0,1.0,3,130.0
2968,Bisuvanahalli,1180.0,2.0,1.0,3,60.0
2969,Sarjapur  Road,715.0,1.0,2.0,1,29.0
2970,Sarjapur  Road,1230.0,2.0,3.0,2,94.5
2971,Kaggadasapura,1035.0,2.0,2.0,2,45.5
2972,Kathriguppe,1300.0,3.0,2.0,3,77.99
2973,Whitefield,1216.0,2.0,1.0,2,84.0
2974,Nagavarapalya,705.0,1.0,1.0,1,57.0
2975,Gottigere,1385.0,3.0,2.0,3,64.0
2976,Anekal,1200.0,2.0,1.0,2,36.1
2977,Koramangala,1320.0,2.0,2.0,2,110.0
2978,other,1900.0,3.0,2.0,3,205.0
2979,Varthur,1140.0,2.0,2.0,2,39.9
2980,Kadugodi,1100.0,2.0,1.0,2,45.0
2981,Rajaji Nagar,1263.0,2.0,0.0,2,107.0
2982,Begur Road,1565.0,2.0,2.0,3,59.76
2983,Karuna Nagar,1163.0,3.0,2.0,3,180.0
2984,Whitefield,2882.0,5.0,1.0,4,204.0
2985,Hennur Road,2320.0,3.0,2.0,3,170.0
2986,Sarjapur  Road,1750.0,3.0,3.0,3,99.0
2987,Kudlu,1143.0,2.0,1.0,2,55.0
2988,Hennur Road,1936.0,3.0,1.0,3,118.0
2989,Chandapura,700.0,1.0,1.0,2,19.0
2990,other,1402.0,2.0,2.0,3,85.0
2991,Hebbal,4640.0,4.0,2.0,4,600.0
2992,Gottigere,1000.0,2.0,1.0,2,35.0
2993,Kengeri Satellite Town,818.0,2.0,1.0,2,26.0
2994,Bommenahalli,1680.0,3.0,0.0,4,135.0
2995,Kalyan nagar,2422.0,3.0,2.0,4,150.0
2996,Indira Nagar,1145.0,2.0,2.0,2,100.0
2997,Sarjapur  Road,1145.0,2.0,1.0,2,62.0
2998,Bannerghatta Road,950.0,2.0,0.0,2,38.0
2999,Banashankari,1041.0,2.0,1.0,2,36.44
3000,Thubarahalli,1085.0,2.0,1.0,2,70.0
3001,Anjanapura,1070.0,2.0,2.0,2,37.0
3002,Raja Rajeshwari Nagar,1165.0,2.0,1.0,2,45.0
3003,Bommasandra,1000.0,2.0,1.0,2,35.0
3004,Horamavu Agara,1169.0,2.0,1.0,2,64.0
3005,Whitefield,1840.0,3.0,2.0,3,140.0
3006,Kaval Byrasandra,997.0,2.0,3.0,2,53.0
3007,Gunjur,1457.0,2.0,3.0,2,60.0
3008,ISRO Layout,1000.0,2.0,1.0,2,60.0
3009,KR Puram,1000.0,2.0,0.0,2,60.0
3010,Sarjapur  Road,1500.0,3.0,2.0,3,88.0
3011,Lakshminarayana Pura,1165.0,2.0,2.0,2,75.0
3012,Kasavanhalli,1787.0,3.0,2.0,3,123.0
3013,Raja Rajeshwari Nagar,1288.0,2.0,1.0,3,70.0
3014,Doddathoguru,750.0,1.0,1.0,1,25.5
3015,Channasandra,1200.0,3.0,1.0,3,67.77
3016,Electronic City,1500.0,2.0,1.0,3,78.0
3017,Ambalipura,1230.0,2.0,2.0,2,66.25
3018,Marathahalli,780.0,1.0,1.0,1,55.0
3019,Bannerghatta Road,1220.0,2.0,1.0,2,80.0
3020,other,2100.0,3.0,2.0,3,240.0
3021,Akshaya Nagar,1690.0,3.0,2.0,3,85.0
3022,Bannerghatta Road,1130.0,2.0,2.0,2,78.0
3023,Kengeri,900.0,2.0,2.0,2,45.0
3024,Panathur,1199.0,2.0,1.0,2,85.0
3025,Uttarahalli,661.0,1.0,1.0,1,36.0
3026,other,1804.0,2.0,1.0,2,285.0
3027,Marathahalli,1710.0,3.0,2.0,3,100.0
3028,Kengeri Satellite Town,1030.0,2.0,2.0,2,50.0
3029,Ramamurthy Nagar,1200.0,2.0,1.0,2,78.0
3030,Nagarbhavi,300.0,1.0,1.0,1,20.0
3031,Green Glen Layout,1751.0,2.0,1.0,3,115.0
3032,R.T. Nagar,800.0,1.0,0.0,2,170.0
3033,Panathur,1255.0,2.0,2.0,2,79.0
3034,Whitefield,1778.0,3.0,2.0,3,122.0
3035,Hennur Road,1480.0,2.0,2.0,2,65.0
3036,Marathahalli,1358.0,2.0,1.0,2,81.0
3037,Electronics City Phase 1,580.0,1.0,1.0,1,27.0
3038,Choodasandra,1197.0,2.0,1.0,2,63.0
3039,HRBR Layout,1200.0,2.0,1.0,4,170.0
3040,Lingadheeranahalli,1705.0,3.0,1.0,3,110.0
3041,Hoodi,1132.0,2.0,0.0,2,67.9
3042,other,1200.0,3.0,0.0,3,140.0
3043,other,814.0,2.0,1.0,2,55.0
3044,Electronic City,1575.0,3.0,2.0,3,90.0
3045,Pattandur Agrahara,1302.0,2.0,1.0,2,66.0
3046,Hegde Nagar,2006.8,4.0,2.0,3,196.0
3047,other,2400.0,5.0,2.0,5,400.0
3048,other,435.0,1.0,1.0,1,19.5
3049,other,1590.0,3.0,0.0,3,120.0
3050,Electronic City Phase II,1140.0,2.0,1.0,2,33.06
3051,Kasavanhalli,1090.0,2.0,2.0,2,59.8
3052,Thanisandra,1922.0,3.0,3.0,3,106.0
3053,Thanisandra,965.0,2.0,1.0,2,67.0
3054,Mysore Road,883.0,2.0,1.0,2,40.95
3055,8th Phase JP Nagar,1062.0,2.0,1.0,2,42.47
3056,Electronic City Phase II,1089.0,2.0,0.0,2,32.67
3057,Hoodi,1108.0,2.0,1.0,2,87.0
3058,Harlur,1197.0,2.0,1.0,2,79.0
3059,Sarjapur  Road,1750.0,3.0,2.0,4,215.0
3060,Kasavanhalli,1691.0,3.0,2.0,3,104.0
3061,Electronic City,1449.0,3.0,2.0,3,100.0
3062,Whitefield,1400.0,2.0,1.0,2,80.0
3063,Green Glen Layout,1750.0,3.0,2.0,3,130.0
3064,7th Phase JP Nagar,1450.0,3.0,2.0,3,100.0
3065,Haralur Road,1810.0,3.0,2.0,3,126.0
3066,Vittasandra,1246.0,2.0,1.0,2,62.3
3067,Brookefield,1420.0,3.0,2.0,3,85.0
3068,Old Airport Road,2658.0,5.0,3.0,4,187.0
3069,other,1450.0,2.0,3.0,3,89.6
3070,other,1200.0,4.0,1.0,4,230.0
3071,Talaghattapura,2254.0,3.0,2.0,3,170.0
3072,Begur Road,1160.0,2.0,2.0,2,42.0
3073,Raja Rajeshwari Nagar,1120.0,2.0,2.0,2,37.97
3074,Kaggalipura,950.0,2.0,1.0,2,47.0
3075,Basavangudi,1560.0,2.0,2.0,2,145.0
3076,Sarjapur  Road,1846.0,3.0,3.0,3,145.0
3077,Dodda Nekkundi,1155.0,2.0,1.0,2,46.0
3078,Raja Rajeshwari Nagar,1140.0,2.0,2.0,2,38.65
3079,Jalahalli East,1300.0,2.0,1.0,3,63.0
3080,Bellandur,1051.0,2.0,2.0,2,60.0
3081,Uttarahalli,1134.0,2.0,1.0,2,45.36
3082,Kodihalli,2500.0,4.0,1.0,3,260.0
3083,other,1665.0,3.0,2.0,3,105.0
3084,Kanakpura Road,1868.0,3.0,2.0,3,113.0
3085,other,1210.0,2.0,1.0,2,76.0
3086,Ambalipura,1351.0,2.0,1.0,2,77.0
3087,Hebbal,1636.0,3.0,1.0,3,119.0
3088,R.T. Nagar,2400.0,6.0,1.0,5,450.0
3089,Haralur Road,1464.0,2.0,2.0,2,56.0
3090,Attibele,418.0,1.0,1.0,1,12.0
3091,Bannerghatta,2370.0,4.0,2.0,3,195.0
3092,Rachenahalli,1530.0,2.0,2.0,3,74.5
3093,Marathahalli,1290.0,2.0,2.0,2,52.0
3094,Sarjapur  Road,1846.0,3.0,2.0,3,155.0
3095,Hegde Nagar,1847.0,3.0,2.0,3,135.0
3096,Whitefield,3100.0,4.0,2.0,4,350.0
3097,Hoodi,1430.0,2.0,2.0,2,110.0
3098,Old Madras Road,935.0,2.0,1.0,2,45.0
3099,Attibele,1350.0,3.0,1.0,3,85.0
3100,Hennur Road,1590.0,3.0,2.0,3,96.5
3101,Shivaji Nagar,1554.0,3.0,3.0,2,130.0
3102,Hebbal,3520.0,3.0,3.0,3,430.0
3103,Harlur,1749.0,3.0,2.0,3,112.0
3104,other,2250.0,5.0,1.0,5,360.0
3105,Bommenahalli,1632.0,3.0,1.0,4,128.0
3106,Haralur Road,1520.0,2.0,2.0,3,96.0
3107,Bisuvanahalli,1075.0,2.0,1.0,3,43.0
3108,Sector 7 HSR Layout,1342.0,2.0,2.0,2,115.0
3109,HBR Layout,1004.0,2.0,1.0,2,49.0
3110,Ramagondanahalli,1295.0,2.0,2.0,2,95.0
3111,Thanisandra,1098.0,2.0,1.0,2,74.0
3112,Kothanur,1070.0,2.0,1.0,2,45.5
3113,Hosa Road,1016.0,2.0,2.0,2,40.0
3114,Yelahanka,654.0,1.0,1.0,1,37.0
3115,Yelachenahalli,1080.0,2.0,2.0,2,38.0
3116,Vijayanagar,1046.0,2.0,1.0,2,75.0
3117,Domlur,1950.0,3.0,3.0,3,165.0
3118,Ramagondanahalli,1151.0,2.0,2.0,2,50.5
3119,Electronic City,1125.0,2.0,1.0,2,58.0
3120,Kammasandra,992.0,2.0,2.0,2,25.79
3121,1st Block Jayanagar,1000.0,3.0,2.0,2,60.0
3122,Banashankari Stage II,2400.0,3.0,2.0,5,510.0
3123,Bommanahalli,1850.0,3.0,2.0,3,90.0
3124,Harlur,1174.0,2.0,1.0,2,75.0
3125,Sultan Palaya,1100.0,2.0,1.0,2,45.0
3126,Raja Rajeshwari Nagar,1095.0,2.0,1.0,2,38.33
3127,Banashankari,3580.0,3.0,1.0,3,411.0
3128,Choodasandra,900.0,4.0,3.0,3,155.0
3129,Kadugodi,1314.0,2.0,2.0,2,78.0
3130,Kaggadasapura,1010.0,2.0,2.0,2,55.0
3131,Shivaji Nagar,2200.0,2.0,0.0,2,110.0
3132,other,1636.0,3.0,2.0,3,97.0
3133,9th Phase JP Nagar,1050.0,2.0,2.0,2,39.0
3134,7th Phase JP Nagar,1200.0,2.0,2.0,2,200.0
3135,Haralur Road,1520.0,2.0,2.0,3,125.0
3136,Sarjapur  Road,1067.0,2.0,1.0,2,60.0
3137,NRI Layout,1060.0,2.0,2.0,2,35.0
3138,Bommasandra,955.0,2.0,1.0,2,35.28
3139,Thigalarapalya,1418.0,2.0,2.0,2,104.0
3140,Anekal,700.0,1.0,0.0,2,19.4
3141,Kanakpura Road,1366.0,2.0,1.0,2,83.0
3142,other,3600.0,4.0,3.0,4,450.0
3143,Indira Nagar,1470.0,2.0,2.0,2,170.0
3144,Badavala Nagar,1494.0,2.0,2.0,3,94.55
3145,Hennur Road,1445.0,2.0,1.0,3,105.0
3146,Kundalahalli,1397.0,3.0,3.0,3,105.0
3147,Vijayanagar,606.0,1.0,1.0,1,40.0
3148,Gollarapalya Hosahalli,861.0,2.0,1.0,2,34.5
3149, Devarachikkanahalli,1170.0,2.0,2.0,2,40.0
3150,Marathahalli,1205.0,2.0,1.0,2,75.0
3151,Rajaji Nagar,660.0,1.0,0.0,1,75.0
3152,Dommasandra,1153.0,2.0,2.0,2,43.5
3153,OMBR Layout,2400.0,5.0,3.0,5,275.0
3154,Vijayanagar,1200.0,2.0,2.0,2,62.0
3155,Budigere,1139.0,2.0,2.0,2,60.0
3156,Green Glen Layout,1530.0,3.0,2.0,3,105.0
3157,Electronic City,1575.0,3.0,3.0,3,101.0
3158,Whitefield,650.0,1.0,1.0,1,25.0
3159,Akshaya Nagar,1700.0,3.0,1.0,3,80.0
3160,Varthur,1090.0,2.0,2.0,2,48.0
3161,Akshaya Nagar,1897.0,4.0,2.0,3,93.0
3162,other,1200.0,3.0,2.0,3,72.0
3163,Kanakpura Road,700.0,2.0,1.0,2,40.0
3164,Ambedkar Nagar,1856.0,3.0,1.0,3,120.0
3165,Hennur Road,1036.0,2.0,1.0,2,59.45
3166,Mico Layout,1125.0,2.0,2.0,2,40.0
3167,Uttarahalli,1320.0,2.0,3.0,3,55.44
3168,Malleshwaram,2215.0,4.0,1.0,3,310.0
3169,Marathahalli,1730.0,3.0,3.0,3,110.0
3170,Talaghattapura,1804.0,3.0,1.0,3,115.0
3171,Thanisandra,1795.0,3.0,2.0,3,140.0
3172,7th Phase JP Nagar,1050.0,2.0,1.0,2,50.0
3173,Dasarahalli,2100.0,3.0,3.0,3,120.0
3174,Rayasandra,1199.0,2.0,1.0,3,48.5
3175,other,1350.0,2.0,2.0,3,280.0
3176,other,1000.0,1.0,1.0,2,75.0
3177,Kanakapura,1254.0,2.0,2.0,3,70.0
3178,BTM 2nd Stage,1280.0,2.0,2.0,2,80.0
3179,Whitefield,2155.0,3.0,3.0,4,125.0
3180,Kasavanhalli,4260.0,4.0,3.0,4,272.0
3181,Hebbal,1255.0,2.0,1.0,3,95.0
3182,other,905.0,1.0,1.0,1,52.0
3183,Uttarahalli,1390.0,2.0,2.0,3,61.16
3184,Giri Nagar,2400.0,4.0,2.0,4,400.0
3185,Sahakara Nagar,1160.0,2.0,1.0,2,55.0
3186,other,1200.0,4.0,2.0,4,205.0
3187,Marathahalli,1583.0,3.0,3.0,3,115.0
3188,other,1170.0,2.0,2.0,2,86.0
3189,Gottigere,1075.0,2.0,2.0,2,30.0
3190,Hosa Road,972.0,2.0,2.0,2,40.0
3191,Bannerghatta Road,1486.0,3.0,1.0,3,83.22
3192,other,4830.0,5.0,1.0,4,390.0
3193,other,850.0,2.0,1.0,2,75.0
3194,Binny Pete,1282.0,3.0,2.0,3,178.0
3195,Sarjapur  Road,2383.0,5.0,1.0,4,215.0
3196,Rayasandra,1577.0,3.0,2.0,3,67.0
3197,Yelahanka,1465.0,3.0,2.0,3,80.01
3198,Uttarahalli,1090.0,2.0,2.0,2,45.0
3199,Varthur,1450.0,3.0,2.0,3,71.0
3200,Battarahalli,1071.0,2.0,1.0,2,62.0
3201,Old Madras Road,2266.0,3.0,2.0,3,169.0
3202,other,2065.0,3.0,2.0,3,130.0
3203,other,1150.0,2.0,2.0,2,125.0
3204,Hormavu,1123.0,2.0,1.0,2,56.0
3205,Akshaya Nagar,1884.0,3.0,3.0,3,98.0
3206,Lakshminarayana Pura,1145.0,2.0,1.0,2,75.0
3207,Subramanyapura,950.0,2.0,1.0,2,55.0
3208,Kalyan nagar,1280.0,2.0,1.0,2,48.0
3209,Raja Rajeshwari Nagar,1420.0,2.0,2.0,3,60.0
3210,Kasavanhalli,2111.0,4.0,3.0,3,120.0
3211,Vidyaranyapura,1100.0,2.0,1.0,2,54.0
3212,Harlur,1750.0,3.0,2.0,3,136.0
3213,other,2550.0,4.0,2.0,3,290.0
3214,Shampura,700.0,1.0,2.0,2,35.0
3215,Uttarahalli,1050.0,2.0,1.0,2,42.0
3216,Uttarahalli,1235.0,2.0,3.0,2,90.0
3217,Yeshwanthpur,1200.0,4.0,1.0,4,110.0
3218,other,615.0,1.0,1.0,1,24.0
3219,Mysore Road,1070.0,2.0,1.0,2,49.65
